FoodID,Food_Name_English,Food_Name_Local,Base_Item,Category,Cuisine,Scientific_Name,Description,Meal_Type,Serving_Size_g,Rasa,Virya,Vipaka,Guna,Digestibility,Dosha_Suitability,Allergen_Warnings
F006996,Sweet Potato,Sweet Potato (swe-loc),Sweet Potato,Spice,South Indian,Sweet Potatoa,,Dinner,75,Sweet,Heating,Pungent,Light,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Seafood
F006997,Steamed Ghee,Steamed Ghee,Ghee,Pulses/Legume,MiddleEastern,Gheea,,Lunch,75,Pungent,Neutral,Sweet,Oily,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Milk
F006998,Raw Salt,Raw Salt,Salt,Meat/Seafood,LatinAmerican,Salta,High fibre,Recipe,75,Sweet,Cooling,Sour,Rough,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Soy
F006999,Avocado,Avocado,Avocado,Vegetable,MiddleEastern,Avocadoa,,Breakfast,50,Sour,Neutral,Pungent,Light,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007000,Avocado,Avocado,Avocado,Fruit,LatinAmerican,Avocadoa,,Recipe,100,Astringent,Heating,Sweet,Light,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F007001,Sauteed Orange,Sauteed Orange,Orange,Meat/Seafood,SoutheastAsian,Orangea,High fibre,Breakfast,150,Salty,Neutral,Pungent,Light,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,None
F007002,Buckwheat,Buckwheat,Buckwheat,Meat/Seafood,MiddleEastern,Buckwheata,,Dinner,30,Astringent,Heating,Sour,Light,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,None
F007003,Baked Butter,Baked Butter,Butter,Nuts/Seeds,African,Buttera,,Snack,30,Astringent,Cooling,Pungent,Smooth,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,None
F007004,Sauteed Potato,Sauteed Potato,Potato,Spice,MiddleEastern,Potatoa,,Breakfast,100,Pungent,Cooling,Sour,Heavy,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,Eggs
F007005,Grilled Sugar,Grilled Sugar,Sugar,Grain,SoutheastAsian,Sugara,,Breakfast,100,Sour,Cooling,Pungent,Moist,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007006,Goat Milk,Goat Milk,Goat Milk,Nuts/Seeds,Mediterranean,Goat Milka,May increase bile,Lunch,75,Bitter,Neutral,Sweet,Moist,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Milk
F007007,Salt,Salt (sal-loc),Salt,Meat/Seafood,Continental,Salta,,Recipe,75,Sour,Heating,Sweet,Heavy,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F007008,Jaggery,Jaggery,Jaggery,Grain,Continental,Jaggerya,,Breakfast,75,Salty,Neutral,Sweet,Smooth,Rajasic,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Seafood
F007009,Wheat Flour,Wheat Flour (whe-loc),Wheat Flour,Oil,SoutheastAsian,Wheat Floura,,Recipe,50,Sour,Heating,Sweet,Dry,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Eggs
F007010,Baked Tea,Baked Tea,Tea,Grain,MiddleEastern,Teaa,,Snack,100,Sour,Cooling,Pungent,Rough,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Soy
F007011,Buckwheat,Buckwheat,Buckwheat,Dairy,Chinese,Buckwheata,Cooling post-meal,Dinner,150,Bitter,Neutral,Sour,Oily,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Seafood
F007012,Potato,Potato,Potato,Oil,African,Potatoa,,Recipe,30,Salty,Heating,Sweet,Moist,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Seafood
F007013,Sauteed Sugar,Sauteed Sugar (sug-loc),Sugar,Meat/Seafood,MiddleEastern,Sugara,Beneficial for digestion,Dinner,50,Sweet,Cooling,Pungent,Dry,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,None
F007014,Pumpkin,Pumpkin (pum-loc),Pumpkin,Oil,MiddleEastern,Pumpkina,,Breakfast,100,Sour,Cooling,Pungent,Light,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F007015,Baked Cabbage,Baked Cabbage (cab-loc),Cabbage,Oil,SoutheastAsian,Cabbagea,,Dinner,50,Sour,Heating,Pungent,Smooth,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Milk
F007016,Grilled Cow Milk,Grilled Cow Milk,Cow Milk,Grain,LatinAmerican,Cow Milka,Use in moderation for Pitta,Breakfast,75,Sour,Neutral,Sweet,Rough,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Nuts
F007017,Ginger,Ginger,Ginger,Pulses/Legume,African,Gingera,,Snack,100,Salty,Cooling,Sweet,Smooth,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
F007018,Mango,Mango,Mango,Meat/Seafood,Continental,Mangoa,,Recipe,75,Bitter,Neutral,Sweet,Oily,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F007019,Wheat Flour,Wheat Flour,Wheat Flour,Nuts/Seeds,MiddleEastern,Wheat Floura,,Dinner,75,Pungent,Neutral,Pungent,Moist,Sattvic,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Seafood
F007020,Raw Cow Milk,Raw Cow Milk,Cow Milk,Meat/Seafood,Mediterranean,Cow Milka,Avoid in Kapha imbalance,Recipe,50,Bitter,Cooling,Sour,Rough,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Soy
F007021,Mango,Mango (man-loc),Mango,Pulses/Legume,LatinAmerican,Mangoa,,Recipe,150,Sweet,Heating,Pungent,Rough,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Gluten
F007022,Broccoli,Broccoli,Broccoli,Nuts/Seeds,Indian,Broccolia,,Dinner,150,Salty,Cooling,Sour,Smooth,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Milk
F007023,Sweet Potato,Sweet Potato,Sweet Potato,Oil,Mediterranean,Sweet Potatoa,May increase bile,Dinner,75,Pungent,Cooling,Sour,Rough,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Nuts
F007024,Almond,Almond,Almond,Spice,African,Almonda,May increase bile,Breakfast,75,Sweet,Heating,Pungent,Oily,Easy,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
F007025,Mashed Mushroom,Mashed Mushroom,Mushroom,Grain,Continental,Mushrooma,,Snack,50,Bitter,Neutral,Sour,Smooth,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Gluten
F007026,Sprouted Buckwheat,Sprouted Buckwheat,Buckwheat,Vegetable,Continental,Buckwheata,,Breakfast,30,Bitter,Neutral,Pungent,Rough,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Eggs
F007027,Rice,Rice,Rice,Nuts/Seeds,SoutheastAsian,Ricea,,Breakfast,100,Pungent,Neutral,Sweet,Rough,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Milk
F007028,Boiled Mango,Boiled Mango (man-loc),Mango,Beverage,South Indian,Mangoa,,Snack,75,Bitter,Cooling,Pungent,Heavy,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Soy
F007029,Cumin,Cumin,Cumin,Dairy,Mediterranean,Cumina,,Lunch,100,Salty,Heating,Pungent,Moist,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Milk
F007030,Curried Carrot,Curried Carrot,Carrot,Dairy,SoutheastAsian,Carrota,May increase bile,Dinner,30,Astringent,Cooling,Sour,Oily,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Seafood
F007031,Jaggery,Jaggery,Jaggery,Fruit,LatinAmerican,Jaggerya,High fibre,Snack,100,Bitter,Cooling,Pungent,Light,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Nuts
F007032,Cauliflower,Cauliflower,Cauliflower,Fruit,South Indian,Cauliflowera,,Breakfast,150,Salty,Neutral,Sour,Smooth,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,None
F007033,Grilled Turmeric,Grilled Turmeric,Turmeric,Nuts/Seeds,South Indian,Turmerica,,Recipe,50,Bitter,Cooling,Pungent,Smooth,Rajasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Gluten
F007034,Honey,Honey,Honey,Oil,Continental,Honeya,,Recipe,30,Pungent,Heating,Sour,Oily,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Gluten
F007035,Fish,Fish,Fish,Pulses/Legume,MiddleEastern,Fisha,,Breakfast,75,Salty,Cooling,Pungent,Light,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,None
F007036,Turmeric,Turmeric,Turmeric,Grain,Continental,Turmerica,,Lunch,30,Pungent,Cooling,Pungent,Heavy,Easy,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Milk
F007037,Papaya,Papaya,Papaya,Oil,South Indian,Papayaa,,Recipe,150,Sweet,Heating,Pungent,Light,Easy,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Milk
F007038,Ginger,Ginger,Ginger,Beverage,LatinAmerican,Gingera,,Recipe,100,Astringent,Neutral,Sweet,Rough,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Soy
F007039,Cumin,Cumin (cum-loc),Cumin,Meat/Seafood,MiddleEastern,Cumina,,Snack,100,Astringent,Neutral,Pungent,Dry,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,None
F007040,Wheat Flour,Wheat Flour (whe-loc),Wheat Flour,Oil,South Indian,Wheat Floura,Heating when fried,Breakfast,75,Astringent,Cooling,Sour,Oily,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Soy
F007041,Salt,Salt,Salt,Fruit,African,Salta,,Dinner,50,Pungent,Cooling,Sweet,Light,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F007042,Orange,Orange,Orange,Dairy,African,Orangea,,Breakfast,150,Sweet,Neutral,Pungent,Smooth,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007043,Almond,Almond,Almond,Oil,Mediterranean,Almonda,,Snack,50,Bitter,Neutral,Pungent,Moist,Rajasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Gluten
F007044,Sugar,Sugar,Sugar,Spice,African,Sugara,Heating when fried,Snack,50,Pungent,Cooling,Sour,Dry,Moderate,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Nuts
F007045,Fenugreek,Fenugreek (fen-loc),Fenugreek,Pulses/Legume,Mediterranean,Fenugreeka,Rich in iron,Dinner,100,Astringent,Cooling,Sweet,Smooth,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Milk
F007046,Steamed Tea,Steamed Tea,Tea,Spice,Continental,Teaa,,Recipe,75,Bitter,Heating,Sweet,Rough,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Eggs
F007047,Turmeric,Turmeric,Turmeric,Fruit,LatinAmerican,Turmerica,Good for Vata,Recipe,50,Sour,Heating,Sweet,Smooth,Difficult,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Neutral,Eggs
F007048,Tea,Tea (tea-loc),Tea,Vegetable,South Indian,Teaa,,Recipe,50,Pungent,Heating,Pungent,Heavy,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Gluten
F007049,Chicken,Chicken,Chicken,Nuts/Seeds,SoutheastAsian,Chickena,,Lunch,75,Sweet,Cooling,Sweet,Smooth,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Seafood
F007050,Carrot,Carrot,Carrot,Oil,South Indian,Carrota,,Dinner,150,Astringent,Neutral,Pungent,Light,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,None
F007051,Curried Yogurt,Curried Yogurt,Yogurt,Fruit,LatinAmerican,Yogurta,Beneficial for digestion,Recipe,75,Sweet,Cooling,Pungent,Heavy,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Eggs
F007052,Raisins,Raisins,Raisins,Nuts/Seeds,Indian,Raisinsa,,Snack,50,Salty,Cooling,Sweet,Oily,Rajasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Soy
F007053,Cumin,Cumin (cum-loc),Cumin,Dairy,MiddleEastern,Cumina,,Recipe,30,Sweet,Cooling,Pungent,Rough,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,None
F007054,Mashed Dates,Mashed Dates (dat-loc),Dates,Meat/Seafood,SoutheastAsian,Datesa,Use in moderation for Pitta,Snack,100,Bitter,Heating,Sweet,Moist,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Milk
F007055,Mango,Mango,Mango,Vegetable,Indian,Mangoa,,Snack,150,Salty,Cooling,Sweet,Smooth,Rajasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F007056,Steamed Mustard,Steamed Mustard,Mustard,Nuts/Seeds,MiddleEastern,Mustarda,,Snack,30,Bitter,Neutral,Sour,Dry,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Nuts
F007057,Beetroot,Beetroot (bee-loc),Beetroot,Spice,South Indian,Beetroota,,Breakfast,75,Sweet,Neutral,Sweet,Rough,Easy,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Favorable,Milk
F007058,Sprouted Chickpea,Sprouted Chickpea,Chickpea,Meat/Seafood,LatinAmerican,Chickpeaa,Rich in antioxidants,Lunch,100,Astringent,Heating,Sour,Heavy,Tamasic,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Soy
F007059,Fermented Chickpea,Fermented Chickpea,Chickpea,Oil,Indian,Chickpeaa,,Lunch,30,Sour,Heating,Sweet,Oily,Tamasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
F007060,Spinach,Spinach,Spinach,Vegetable,Mediterranean,Spinacha,,Breakfast,30,Bitter,Heating,Sweet,Smooth,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F007061,Almond,Almond (alm-loc),Almond,Fruit,Mediterranean,Almonda,Cooling post-meal,Snack,150,Sour,Neutral,Sweet,Heavy,Difficult,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Gluten
F007062,Boiled Carrot,Boiled Carrot,Carrot,Spice,Continental,Carrota,,Snack,50,Salty,Heating,Pungent,Heavy,Easy,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Nuts
F007063,Fenugreek,Fenugreek,Fenugreek,Meat/Seafood,Indian,Fenugreeka,,Breakfast,30,Sweet,Cooling,Sour,Smooth,Tamasic,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007064,Avocado,Avocado,Avocado,Beverage,South Indian,Avocadoa,,Snack,150,Pungent,Neutral,Sour,Light,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Gluten
F007065,Sesame,Sesame (ses-loc),Sesame,Fruit,SoutheastAsian,Sesamea,,Recipe,150,Astringent,Heating,Sweet,Dry,Rajasic,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Seafood
F007066,Mango,Mango (man-loc),Mango,Meat/Seafood,Mediterranean,Mangoa,Rich in iron,Lunch,100,Astringent,Neutral,Sweet,Rough,Rajasic,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Seafood
F007067,Yogurt,Yogurt,Yogurt,Grain,LatinAmerican,Yogurta,,Recipe,50,Pungent,Neutral,Pungent,Oily,Tamasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,Eggs
F007068,Roasted Potato,Roasted Potato,Potato,Pulses/Legume,SoutheastAsian,Potatoa,,Breakfast,100,Bitter,Cooling,Sweet,Light,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,None
F007069,Cauliflower,Cauliflower (cau-loc),Cauliflower,Dairy,LatinAmerican,Cauliflowera,Cooling post-meal,Recipe,75,Astringent,Neutral,Sour,Rough,Sattvic,Vata:Favorable;Pitta:Favorable;Kapha:Unfavorable,Milk
F007070,Baked Tea,Baked Tea (tea-loc),Tea,Fruit,South Indian,Teaa,,Snack,100,Pungent,Neutral,Pungent,Light,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007071,Roasted Yogurt,Roasted Yogurt (yog-loc),Yogurt,Dairy,MiddleEastern,Yogurta,,Lunch,50,Bitter,Neutral,Sweet,Smooth,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Seafood
F007072,Ghee,Ghee,Ghee,Oil,SoutheastAsian,Gheea,Good for Vata,Snack,75,Bitter,Heating,Sour,Rough,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Eggs
F007073,Fermented Coconut Oil,Fermented Coconut Oil,Coconut Oil,Fruit,Indian,Coconut Oila,,Dinner,150,Salty,Cooling,Sweet,Dry,Sattvic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Soy
F007074,Coriander,Coriander,Coriander,Beverage,South Indian,Coriandera,,Lunch,150,Astringent,Neutral,Sour,Dry,Sattvic,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,None
F007075,Avocado,Avocado,Avocado,Fruit,SoutheastAsian,Avocadoa,Use in moderation for Pitta,Dinner,100,Sweet,Neutral,Sour,Light,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Milk
F007076,Steamed Raisins,Steamed Raisins (rai-loc),Raisins,Meat/Seafood,MiddleEastern,Raisinsa,,Dinner,150,Pungent,Cooling,Sour,Oily,Sattvic,Vata:Unfavorable;Pitta:Favorable;Kapha:Favorable,Gluten
F007077,Wheat Flour,Wheat Flour,Wheat Flour,Beverage,South Indian,Wheat Floura,,Recipe,75,Sour,Neutral,Sweet,Oily,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,None
F007078,Boiled Banana,Boiled Banana (ban-loc),Banana,Beverage,LatinAmerican,Bananaa,,Snack,75,Sweet,Cooling,Sour,Oily,Difficult,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Seafood
F007079,Apple,Apple (app-loc),Apple,Dairy,South Indian,Applea,Avoid in Kapha imbalance,Lunch,150,Sweet,Cooling,Pungent,Rough,Rajasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Milk
F007080,Butter,Butter,Butter,Meat/Seafood,Chinese,Buttera,,Snack,100,Sweet,Cooling,Sour,Rough,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F007081,Raisins,Raisins (rai-loc),Raisins,Spice,Continental,Raisinsa,,Lunch,100,Sour,Cooling,Sour,Smooth,Easy,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Nuts
F007082,Quinoa,Quinoa,Quinoa,Vegetable,South Indian,Quinoaa,,Breakfast,30,Sweet,Heating,Sour,Light,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Gluten
F007083,Boiled Peanut,Boiled Peanut,Peanut,Nuts/Seeds,SoutheastAsian,Peanuta,,Lunch,50,Astringent,Neutral,Sweet,Light,Sattvic,Vata:Favorable;Pitta:Unfavorable;Kapha:Favorable,Nuts
F007084,Fenugreek,Fenugreek,Fenugreek,Nuts/Seeds,South Indian,Fenugreeka,Rich in iron,Lunch,50,Pungent,Heating,Pungent,Oily,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Gluten
F007085,Turmeric,Turmeric (tur-loc),Turmeric,Oil,SoutheastAsian,Turmerica,,Recipe,100,Bitter,Cooling,Sweet,Light,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F007086,Steamed Almond,Steamed Almond,Almond,Meat/Seafood,LatinAmerican,Almonda,Cooling post-meal,Snack,30,Astringent,Neutral,Sweet,Moist,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Soy
F007087,Steamed Olive Oil,Steamed Olive Oil,Olive Oil,Oil,Indian,Olive Oila,,Dinner,50,Sour,Cooling,Pungent,Light,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Soy
F007088,Goat Milk,Goat Milk (goa-loc),Goat Milk,Spice,Mediterranean,Goat Milka,,Dinner,100,Sweet,Cooling,Sweet,Smooth,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Milk
F007089,Mutton,Mutton (mut-loc),Mutton,Meat/Seafood,Indian,Muttona,,Dinner,100,Astringent,Cooling,Pungent,Heavy,Sattvic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Gluten
F007090,Orange,Orange,Orange,Oil,South Indian,Orangea,Use in moderation for Pitta,Dinner,75,Salty,Heating,Sweet,Moist,Easy,Vata:Favorable;Pitta:Neutral;Kapha:Favorable,Eggs
F007091,Fermented Sweet Potato,Fermented Sweet Potato,Sweet Potato,Nuts/Seeds,Continental,Sweet Potatoa,,Dinner,100,Sweet,Cooling,Sweet,Rough,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Unfavorable,Soy
F007092,Baked Spinach,Baked Spinach,Spinach,Grain,SoutheastAsian,Spinacha,,Breakfast,150,Salty,Cooling,Pungent,Oily,Tamasic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Gluten
F007093,Chicken,Chicken,Chicken,Fruit,South Indian,Chickena,May increase bile,Breakfast,150,Sour,Neutral,Pungent,Heavy,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Gluten
F007094,Raisins,Raisins,Raisins,Vegetable,Mediterranean,Raisinsa,,Recipe,150,Pungent,Cooling,Sour,Rough,Moderate,Vata:Unfavorable;Pitta:Unfavorable;Kapha:Unfavorable,Nuts
F007095,Boiled Goat Milk,Boiled Goat Milk,Goat Milk,Dairy,Continental,Goat Milka,,Dinner,30,Astringent,Neutral,Sweet,Dry,Difficult,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,Soy
F007096,Steamed Papaya,Steamed Papaya,Papaya,Nuts/Seeds,MiddleEastern,Papayaa,,Snack,50,Bitter,Cooling,Pungent,Rough,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Favorable,Gluten
F007097,Roasted Rice,Roasted Rice,Rice,Grain,African,Ricea,,Recipe,50,Salty,Neutral,Pungent,Rough,Sattvic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F007098,Raw Tea,Raw Tea,Tea,Nuts/Seeds,South Indian,Teaa,,Breakfast,100,Pungent,Heating,Sweet,Rough,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,None
F007099,Raisins,Raisins (rai-loc),Raisins,Oil,SoutheastAsian,Raisinsa,,Dinner,75,Sweet,Cooling,Sour,Light,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Soy
F007100,Chicken,Chicken (chi-loc),Chicken,Spice,Indian,Chickena,,Breakfast,30,Bitter,Neutral,Sour,Rough,Tamasic,Vata:Unfavorable;Pitta:Favorable;Kapha:Neutral,None
F007101,Raisins,Raisins,Raisins,Beverage,South Indian,Raisinsa,,Lunch,100,Pungent,Neutral,Pungent,Oily,Moderate,Vata:Favorable;Pitta:Unfavorable;Kapha:Neutral,None
F007102,Curried Goat Milk,Curried Goat Milk,Goat Milk,Dairy,Mediterranean,Goat Milka,,Snack,30,Astringent,Cooling,Pungent,Oily,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Neutral,Soy
F007103,Cabbage,Cabbage,Cabbage,Beverage,Mediterranean,Cabbagea,Rich in antioxidants,Dinner,30,Bitter,Neutral,Pungent,Moist,Sattvic,Vata:Unfavorable;Pitta:Neutral;Kapha:Neutral,Soy
F007104,Boiled Potato,Boiled Potato (pot-loc),Potato,Spice,MiddleEastern,Potatoa,,Lunch,100,Sweet,Cooling,Pungent,Heavy,Moderate,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,Eggs
F007105,Steamed Paneer,Steamed Paneer,Paneer,Grain,South Indian,Paneera,May increase bile,Breakfast,50,Astringent,Cooling,Sweet,Moist,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Soy
F007106,Steamed Turmeric,Steamed Turmeric,Turmeric,Vegetable,Indian,Turmerica,,Dinner,75,Astringent,Cooling,Pungent,Dry,Moderate,Vata:Unfavorable;Pitta:Favorable;Kapha:Unfavorable,Eggs
F007107,Roasted Beetroot,Roasted Beetroot,Beetroot,Pulses/Legume,LatinAmerican,Beetroota,,Lunch,75,Salty,Neutral,Pungent,Smooth,Sattvic,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,Nuts
F007108,Wheat Flour,Wheat Flour,Wheat Flour,Fruit,African,Wheat Floura,,Recipe,30,Pungent,Neutral,Pungent,Rough,Easy,Vata:Neutral;Pitta:Favorable;Kapha:Unfavorable,Nuts
F007109,Egg,Egg,Egg,Oil,Chinese,Egga,,Breakfast,30,Sour,Neutral,Sweet,Smooth,Difficult,Vata:Neutral;Pitta:Neutral;Kapha:Unfavorable,Soy
F007110,Grilled Cabbage,Grilled Cabbage,Cabbage,Vegetable,Chinese,Cabbagea,,Lunch,50,Sweet,Heating,Pungent,Oily,Tamasic,Vata:Favorable;Pitta:Neutral;Kapha:Neutral,Soy
F007111,Steamed Chickpea,Steamed Chickpea,Chickpea,Pulses/Legume,MiddleEastern,Chickpeaa,,Recipe,75,Bitter,Heating,Sour,Light,Easy,Vata:Neutral;Pitta:Neutral;Kapha:Neutral,None
F007112,Boiled Banana,Boiled Banana (ban-loc),Banana,Meat/Seafood,SoutheastAsian,Bananaa,Rich in antioxidants,Recipe,30,Astringent,Cooling,Pungent,Dry,Rajasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Gluten
F007113,Orange,Orange,Orange,Beverage,Continental,Orangea,,Snack,75,Astringent,Neutral,Sour,Moist,Easy,Vata:Unfavorable;Pitta:Neutral;Kapha:Favorable,Soy
F007114,Carrot,Carrot (car-loc),Carrot,Dairy,South Indian,Carrota,,Snack,50,Sweet,Cooling,Pungent,Heavy,Easy,Vata:Neutral;Pitta:Unfavorable;Kapha:Favorable,Eggs
F007115,Boiled Tea,Boiled Tea,Tea,Vegetable,MiddleEastern,Teaa,,Lunch,150,Sour,Heating,Sour,Heavy,Difficult,Vata:Unfavorable;Pitta:Neutral;Kapha:Unfavorable,Soy
F007116,Mashed Cabbage,Mashed Cabbage (cab-loc),Cabbage,Spice,Mediterranean,Cabbagea,Good for Vata,Dinner,100,Salty,Cooling,Pungent,Heavy,Difficult,Vata:Favorable;Pitta:Favorable;Kapha:Favorable,Milk
F007117,Sprouted Spinach,Sprouted Spinach,Spinach,Pulses/Legume,Chinese,Spinacha,,Dinner,150,Sour,Heating,Pungent,Light,Tamasic,Vata:Neutral;Pitta:Favorable;Kapha:Favorable,Gluten
F007118,Buckwheat,Buckwheat,Buckwheat,Oil,Indian,Buckwheata,,Dinner,30,Astringent,Cooling,Sour,Smooth,Moderate,Vata:Neutral;Pitta:Unfavorable;Kapha:Neutral,None
F007119,Mango,Mango,Mango,Spice,Chinese,Mangoa,,Snack,30,Salty,Neutral,Pungent,Rough,Tamasic,Vata:Favorable;Pitta:Favorable;Kapha:Neutral,None
